"id","code","market_cap"
1891,"PEC","16364519.00"
1892,"RBX","16295363.00"
1893,"CBL","16286225.00"
1894,"VMIN","16274479.00"
1895,"HLX","16262021.00"
1896,"RFA","16156544.00"
1897,"LNU","16150612.00"
1898,"PNX","16141874.00"
1899,"HGV","16096779.00"
1900,"HPR","16089643.00"
1901,"VPR","16074312.00"
1902,"MTL","16036815.00"
1903,"SCU","15944536.00"
1904,"ACU","15926746.00"
1905,"GTE","15919981.00"
1906,"TDO","15911302.00"
1907,"PSL","15891773.00"
1908,"OZM","15875000.00"
1909,"N1H","15850003.00"
1910,"LSA","15828153.00"
1911,"SPA","15798993.00"
1912,"OAR","15678814.00"
1913,"COV","15646625.00"
1914,"FTL","15635083.00"
1915,"CPM","15616100.00"
1916,"LLO","15604559.00"
1917,"1ST","15586903.00"
1918,"ADD","15586290.00"
1919,"ADEF","15572273.00"
1920,"XGL","15565641.00"
1921,"BMM","15481614.00"
1922,"TSL","15470376.00"
1923,"ALM","15456011.00"
1924,"GML","15447345.00"
1925,"TRP","15437517.00"
1926,"OLI","15425617.00"
1927,"JBY","15411375.00"
1928,"DRIV","15389879.00"
1929,"C7A","15383454.00"
1930,"SUH","15353164.00"
1931,"NOR","15337713.00"
1932,"WSR","15319934.00"
1933,"BOD","15312149.00"
1934,"TFL","15298343.00"
1935,"OCN","15278835.00"
1936,"GPEQ","15256919.00"
1937,"2BE","15254032.00"
1938,"OLH","15181452.00"
1939,"SRJ","15118071.00"
1940,"WCN","15084223.00"
1941,"MDC","15071113.00"
1942,"KNM","15047853.00"
1943,"FNX","15028985.00"
1944,"APL","15010475.00"
1945,"RB6","15001250.00"
1946,"AU1","15000181.00"
1947,"LGM","14978190.00"
1948,"EVR","14975745.00"
1949,"IMI","14913272.00"
1950,"KTA","14898440.00"
1951,"MOZG","14883604.00"
1952,"OPN","14867679.00"
1953,"SBR","14865796.00"
1954,"SLB","14860127.00"
1955,"AQD","14852686.00"
1956,"BPP","14746628.00"
1957,"1CG","14737702.00"
1958,"A1G","14730075.00"
1959,"EPX","14715152.00"
1960,"AKN","14695467.00"
1961,"YRL","14675686.00"
1962,"IBG","14667843.00"
1963,"OM1","14582694.00"
1964,"AUH","14545185.00"
1965,"HGL","14543184.00"
1966,"AJJ","14536065.00"
1967,"REZ","14494368.00"
1968,"RIE","14415849.00"
1969,"LRL","14392310.00"
1970,"LML","14374592.00"
1971,"WML","14342418.00"
1972,"ODE","14206677.00"
1973,"CGO","14204919.00"
1974,"14D","14138982.00"
1975,"PYR","14094163.00"
1976,"SRZ","14083499.00"
1977,"MXR","14038454.00"
1978,"MPG","14031980.00"
1979,"RAS","13974681.00"
1980,"CR9","13952726.00"
1981,"ZGL","13946401.00"
1982,"BUY","13705010.00"
1983,"MKL","13701223.00"
1984,"SHE","13688702.00"
1985,"GLA","13588327.00"
1986,"PGTX","13574826.00"
1987,"MR1","13425464.00"
1988,"TAR","13414509.00"
1989,"MVL","13396793.00"
1990,"RMX","13367880.00"
1991,"VKA","13328360.00"
1992,"DCX","13210272.00"
1993,"ETPMPM","13197185.00"
1994,"W2V","13185328.00"
1995,"AJX","13165143.00"
1996,"JNO","13158826.00"
1997,"GLPR","13135000.00"
1998,"YANK","13117181.00"
1999,"X2M","13101261.00"
2000,"AHQ","13063647.00"
2001,"BEX","13045804.00"
2002,"MMC","12999934.00"
2003,"BTC","12964932.00"
2004,"BCA","12928952.00"
2005,"AJQDA","12795489.00"
2006,"POU","12759401.00"
2007,"ARE","12723743.00"
2008,"TMR","12716250.00"
2009,"GED","12707494.00"
2010,"ERW","12705840.00"
2011,"AM7","12696764.00"
2012,"GIB","12690567.00"
2013,"VTI","12686888.00"
2014,"T92","12643264.00"
2015,"AAJ","12556920.00"
2016,"DEL","12511813.00"
2017,"SCL","12483655.00"
2018,"AHK","12459637.00"
2019,"EQE","12456896.00"
2020,"BATDA","12455055.00"
2021,"ZNO","12445548.00"
2022,"Z2U","12402299.00"
2023,"CXU","12370393.00"
2024,"CAG","12338079.00"
2025,"HIL","12300898.00"
2026,"MXO","12287429.00"
2027,"HJZP","12252449.00"
2028,"FXG","12243704.00"
2029,"USHY","12225381.00"
2030,"SIX","12209008.00"
2031,"CZN","12206611.00"
2032,"DAOR","12202600.00"
2033,"MEB","12201488.00"
2034,"HAR","12195365.00"
2035,"H2G","12143919.00"
2036,"MBK","12106183.00"
2037,"1AD","12100425.00"
2038,"TRU","12082618.00"
2039,"LYN","12064813.00"
2040,"CLZ","12046242.00"
2041,"WWG","12045159.00"
2042,"HPC","11994350.00"
2043,"A8G","11987714.00"
2044,"S3GO","11970588.00"
2045,"DAF","11945970.00"
2046,"ABE","11916579.00"
2047,"ACM","11892500.00"
2048,"NVU","11874460.00"
2049,"SNX","11863942.00"
2050,"ACS","11828182.00"
2051,"SW1","11796405.00"
2052,"WNR","11761348.00"
2053,"FRB","11692000.00"
2054,"DTM","11671542.00"
2055,"TEM","11649566.00"
2056,"GLH","11600676.00"
2057,"INL","11590753.00"
2058,"HYT","11558368.00"
2059,"NAE","11487191.00"
2060,"CAQ","11484580.00"
2061,"HVM","11476595.00"
2062,"LMLND","11444694.00"
2063,"BLZ","11437706.00"
2064,"KBC","11403581.00"
2065,"SP8","11381238.00"
2066,"FHS","11379204.00"
2067,"RAG","11375543.00"
2068,"GUL","11354840.00"
2069,"IEC","11345471.00"
2070,"SHG","11344663.00"
2071,"T88","11335400.00"
2072,"KP2","11310731.00"
2073,"OLL","11250501.00"
2074,"YTMIP1","11228050.00"
2075,"DYM","11200000.00"
2076,"VNGS","11179208.00"
2077,"FIN","11133637.00"
2078,"ECPGA","11127215.00"
2079,"WBE","11009491.00"
2080,"AN1","10968595.00"
2081,"RCL","10965356.00"
2082,"PLN","10943625.00"
2083,"OPA","10932935.00"
2084,"DMC","10887838.00"
2085,"JAV","10872153.00"
2086,"NC6","10868705.00"
2087,"DM1","10866162.00"
2088,"RLG","10808372.00"
2089,"MRG","10808210.00"
2090,"PL3","10780770.00"
2091,"DTI","10765234.00"
2092,"FRS","10709077.00"
2093,"S3N","10702531.00"
2094,"LPE","10689377.00"
2095,"1TT","10678375.00"
2096,"HYD","10677192.00"
2097,"TTI","10607383.00"
2098,"ILA","10564901.00"
2099,"ICE","10564406.00"
2100,"MCT","10513618.00"
2101,"LHM","10493893.00"
2102,"PRS","10477332.00"
2103,"ILT","10446900.00"
2104,"ADY","10428633.00"
2105,"KWR","10423892.00"
2106,"SIT","10409961.00"
2107,"MHK","10389663.00"
2108,"WC1","10366049.00"
2109,"AEI","10317071.00"
2110,"KOR","10277400.00"
2111,"YTMORG","10221895.00"
2112,"GCX","10217828.00"
2113,"SAU","10211991.00"
2114,"MAUCA","10209431.00"
2115,"AX8","10195247.00"
2116,"OZZ","10178313.00"
2117,"AYT","10158747.00"
2118,"UCM","10130430.00"
2119,"YAR","10129514.00"
2120,"MTH","10106413.00"
2121,"TRT","10088339.00"
2122,"GRL","10061403.00"
2123,"TRM","10055289.00"
2124,"NPM","9995579.00"
2125,"HCD","9980029.00"
2126,"TGH","9965190.00"
2127,"ENX","9960732.00"
2128,"FOS","9954136.00"
2129,"SIV","9944096.00"
2130,"DLM","9940824.00"
2131,"M4M","9935389.00"
2132,"FG1","9875860.00"
2133,"DOU","9838984.00"
2134,"OLY","9802653.00"
2135,"TZL","9799157.00"
2136,"TMX","9748794.00"
2137,"ATU","9741894.00"
2138,"KLO","9720000.00"
2139,"GFLGA","9677418.00"
2140,"AHN","9634208.00"
2141,"NGL","9619189.00"
2142,"EPN","9611328.00"
2143,"TKL","9584622.00"
2144,"TEE","9575563.00"
2145,"HCRD","9517995.00"
2146,"IRX","9488348.00"
2147,"NMR","9472174.00"
2148,"DVL","9463248.00"
2149,"ATOM","9457000.00"
2150,"WYX","9434926.00"
2151,"ZAG","9414911.00"
2152,"VTX","9361250.00"
2153,"AER","9305902.00"
2154,"AUN","9295427.00"
2155,"SSH","9225979.00"
2156,"KSM","9222590.00"
2157,"CHW","9175000.00"
2158,"CPT","9149390.00"
2159,"M24","9147501.00"
2160,"C29","9100720.00"
2161,"YTMQF4","9075712.00"
2162,"CHK","9066221.00"
2163,"LRD","9058030.00"
2164,"1AG","9055183.00"
2165,"SRY","9033717.00"
2166,"BDG","9030152.00"
2167,"BSN","9004501.00"
2168,"GSM","8981149.00"
2169,"YOW","8961284.00"
2170,"AUK","8923557.00"
2171,"YTMDO2","8906847.00"
2172,"THR","8868677.00"
2173,"MOM","8865525.00"
2174,"PVW","8861724.00"
2175,"NTL","8830591.00"
2176,"CT1","8827202.00"
2177,"NTM","8807688.00"
2178,"RML","8801043.00"
2179,"BAOR","8755600.00"
2180,"KCC","8705999.00"
2181,"EXT","8694313.00"
2182,"CZL","8682441.00"
2183,"CTN","8669408.00"
2184,"HRE","8625750.00"
2185,"NVO","8625000.00"
2186,"DXN","8606574.00"
2187,"HPP","8597452.00"
2188,"BEE","8568717.00"
2189,"EQN","8550000.00"
2190,"RKT","8542282.00"
2191,"BTE","8530667.00"
2192,"EMT","8500000.00"
2193,"LBY","8498496.00"
2194,"ID8","8496149.00"
2195,"SKN","8390428.00"
2196,"DES","8389710.00"
2197,"CMG","8332355.00"
2198,"TD1","8325467.00"
2199,"ACP","8305634.00"
2200,"CR1","8234395.00"
2201,"YTMMQ1","8219736.00"
2202,"GDM","8175000.00"
2203,"GGX","8154204.00"
2204,"AWJ","8113295.00"
2205,"AUR","8102641.00"
2206,"DUN","8065523.00"
2207,"AL8","8017030.00"
2208,"R3D","8010837.00"
2209,"OPNR","7976284.00"
2210,"GEDDA","7971064.00"
2211,"MRQ","7943675.00"
2212,"DY6","7905311.00"
2213,"EXL","7899141.00"
2214,"RCW","7895754.00"
2215,"BMG","7882503.00"
2216,"PVL","7848306.00"
2217,"RDS","7842406.00"
2218,"KGD","7837450.00"
2219,"CTQ","7809199.00"
2220,"EEU","7802250.00"
2221,"ERL","7790544.00"
2222,"OXT","7774815.00"
2223,"SER","7773042.00"
2224,"OSM","7737846.00"
2225,"IPC","7701780.00"
2226,"PR1","7695003.00"
2227,"AUA","7687449.00"
2228,"CXX","7686033.00"
2229,"ICN","7680137.00"
2230,"ARC","7669470.00"
2231,"FAU","7663483.00"
2232,"SCT","7608881.00"
2233,"M3M","7585264.00"
2234,"WEC","7505319.00"
2235,"FDR","7500000.00"
2236,"ADG","7473512.00"
2237,"HIQ","7469820.00"
2238,"L1M","7451458.00"
2239,"TMG","7451231.00"
2240,"M2R","7443477.00"
2241,"AMT","7416603.00"
2242,"C7ADB","7384058.00"
2243,"AYM","7370310.00"
2244,"MRI","7329857.00"
2245,"OOK","7280400.00"
2246,"DLT","7240853.00"
2247,"SIS","7235409.00"
2248,"BVR","7220766.00"
2249,"HLF","7213855.00"
2250,"YTMALD","7201628.00"
2251,"HVY","7196993.00"
2252,"LKY","7186667.00"
2253,"BOA","7185487.00"
2254,"HXG","7180823.00"
2255,"IGN","7166574.00"
2256,"WEL","7142953.00"
2257,"ETPMPT","7137225.00"
2258,"NKL","7087693.00"
2259,"PO3","7078170.00"
2260,"JREG","7076400.00"
2261,"AQS","7054537.00"
2262,"ENT","7050807.00"
2263,"BYH","7031337.00"
2264,"AYLD","7029426.00"
2265,"SP3","7027471.00"
2266,"VAR","6998660.00"
2267,"CDR","6972680.00"
2268,"N100","6944000.00"
2269,"VMG","6927661.00"
2270,"PVS","6915414.00"
2271,"AIV","6912082.00"
2272,"A3D","6882626.00"
2273,"MPR","6874066.00"
2274,"LYK","6864000.00"
2275,"GTH","6848866.00"
2276,"GNM","6836204.00"
2277,"SLZ","6816742.00"
2278,"ERG","6808959.00"
2279,"IPB","6781469.00"
2280,"MSG","6759810.00"
2281,"SGC","6747976.00"
2282,"EAX","6747150.00"
2283,"CL8","6744223.00"
2284,"MTR","6639847.00"
2285,"VOL","6629617.00"
2286,"DOR","6619586.00"
2287,"AGC","6600000.00"
2288,"CMX","6585946.00"
2289,"GCR","6583537.00"
2290,"AD1","6580551.00"
2291,"PFE","6567761.00"
2292,"YTMGP1","6561279.00"
2293,"CUL","6555782.00"
2294,"BUS","6548370.00"
2295,"ADC","6544650.00"
2296,"HMI","6538317.00"
2297,"GLV","6538005.00"
2298,"MGG","6526882.00"
2299,"ZMI","6511373.00"
2300,"MHI","6504388.00"
2301,"E79","6504031.00"
2302,"BPM","6465277.00"
2303,"AVW","6401370.00"
2304,"IS3","6359768.00"
2305,"CLT","6333460.00"
2306,"APG","6331326.00"
2307,"PLG","6256650.00"
2308,"BMO","6239672.00"
2309,"XCO2","6227280.00"
2310,"YTMDX3","6213870.00"
2311,"SE1","6209947.00"
2312,"EMP","6183837.00"
2313,"NCR","6148899.00"
2314,"AAP","6101990.00"
2315,"GO2","6082861.00"
2316,"CRS","6071360.00"
2317,"NRX","6052828.00"
2318,"NIS","6050542.00"
2319,"NYM","6028375.00"
2320,"NME","5993053.00"
2321,"HT8","5965910.00"
2322,"SRI","5932112.00"
2323,"HTM","5918757.00"
2324,"MDI","5876075.00"
2325,"SRR","5870095.00"
2326,"WFL","5867223.00"
2327,"UUL","5864602.00"
2328,"CRM","5829083.00"
2329,"AVM","5820441.00"
2330,"AOA","5815736.00"
2331,"RON","5813676.00"
2332,"CBY","5760941.00"
2333,"SYT","5735795.00"
2334,"T3K","5728538.00"
2335,"CIO","5722550.00"
2336,"TAS","5701354.00"
2337,"TML","5685045.00"
2338,"KNB","5681733.00"
2339,"BHD","5676482.00"
2340,"GC1PA","5671500.00"
2341,"RAN","5635742.00"
2342,"SRH","5619267.00"
2343,"BIM","5605500.00"
2344,"DEX","5587240.00"
2345,"TG1","5530757.00"
2346,"CRB","5517378.00"
2347,"SUM","5480570.00"
2348,"GES","5479889.00"
2349,"LVE","5472113.00"
2350,"NFL","5458499.00"
2351,"DDT","5449288.00"
2352,"GMTL","5445000.00"
2353,"CGB","5436345.00"
2354,"MGA","5400075.00"
2355,"OCT","5388564.00"
2356,"GPS","5348806.00"
2357,"QMAX","5300980.00"
2358,"HCT","5297201.00"
2359,"YTMDX2","5295690.00"
2360,"ALB","5286600.00"
2361,"NGS","5275775.00"
2362,"EVE","5274483.00"
2363,"KAL","5265553.00"
2364,"UVA","5231716.00"
2365,"PUA","5206883.00"
2366,"POW","5204904.00"
2367,"PNT","5197750.00"
2368,"DMG","5130732.00"
2369,"IPAY","5106400.00"
2370,"RLC","5100476.00"
2371,"CVR","5092627.00"
2372,"ENV","5082081.00"
2373,"RCR","5011698.00"
2374,"MOH","4983893.00"
2375,"NZS","4962030.00"
2376,"SFM","4951678.00"
2377,"REM","4922312.00"
2378,"CPO","4907332.00"
2379,"TMZ","4881018.00"
2380,"ROC","4880775.00"
2381,"R8R","4874688.00"
2382,"RBR","4855214.00"
2383,"CBH","4855200.00"
2384,"PRM","4849218.00"
2385,"TG6","4836185.00"
2386,"OVN","4834531.00"
2387,"EX1","4833654.00"
2388,"XST","4822772.00"
2389,"GLVDB","4800330.00"
2390,"PHL","4775995.00"
2391,"BME","4763829.00"
2392,"EMS","4724328.00"
2393,"PKO","4707315.00"
2394,"ANR","4677035.00"
2395,"ZMM","4671996.00"
2396,"OPL","4627698.00"
2397,"ALT","4613801.00"
2398,"TANN","4606000.00"
2399,"WOO","4599097.00"
2400,"RGS","4596554.00"
2401,"ICR","4596139.00"
2402,"NNG","4569236.00"
2403,"MFOA","4495742.00"
2404,"CCO","4494156.00"
2405,"IEQ","4487825.00"
2406,"M8S","4418176.00"
2407,"MTB","4415856.00"
2408,"EMU","4350064.00"
2409,"DBO","4350000.00"
2410,"NES","4295160.00"
2411,"RC1","4286762.00"
2412,"GNMDB","4272627.00"
2413,"WGR","4253121.00"
2414,"AUE","4240227.00"
2415,"YTMDX1","4203900.00"
2416,"ROYL","4189116.00"
2417,"FATP","4184400.00"
2418,"KLI","4170254.00"
2419,"FFF","4122397.00"
2420,"BEL","4110908.00"
2421,"YTMTL2","4106400.00"
2422,"HXL","4008951.00"
2423,"BP8","4004189.00"
2424,"ETPMPD","4000384.00"
2425,"GAME","3968129.00"
2426,"DAL","3952000.00"
2427,"KEY","3935856.00"
2428,"USIG","3928000.00"
2429,"AO1","3894260.00"
2430,"IVT","3891319.00"
2431,"SQX","3875000.00"
2432,"YTMVC1","3870215.00"
2433,"IGRO","3867214.00"
2434,"XSTDA","3858218.00"
2435,"KDY","3834712.00"
2436,"AQX","3795431.00"
2437,"YTMAS2","3791088.00"
2438,"GIVE","3765605.00"
2439,"CMO","3698950.00"
2440,"WBEDC","3669830.00"
2441,"PYRDA","3664730.00"
2442,"DC2","3660050.00"
2443,"AFW","3549136.00"
2444,"PKD","3461823.00"
2445,"PIM","3452625.00"
2446,"AMM","3428403.00"
2447,"JTL","3375342.00"
2448,"MMR","3236653.00"
2449,"ITEK","3224400.00"
2450,"T3D","3189317.00"
2451,"CSF","3134472.00"
2452,"GFN","3132606.00"
2453,"CYQ","3127650.00"
2454,"M2M","3113800.00"
2455,"APS","3078168.00"
2456,"QYLD","3028184.00"
2457,"YPB","2973846.00"
2458,"IDEA","2903966.00"
2459,"SAN","2865242.00"
2460,"MTAV","2860000.00"
2461,"DMM","2755400.00"
2462,"OMX","2731705.00"
2463,"AJY","2720000.00"
2464,"OKJ","2651935.00"
2465,"TTA","2611045.00"
2466,"IBAL","2593156.00"
2467,"FIJ","2551355.00"
2468,"TSN","2533732.00"
2469,"OZXX","2492500.00"
2470,"VIP","2360344.00"
2471,"IEAT","2270000.00"
2472,"OAK","2235438.00"
2473,"EQS","2233814.00"
2474,"SMS","2230493.00"
2475,"RPG","2095050.00"
2476,"AQXDB","2024230.00"
2477,"1GOV","1998000.00"
2478,"XGOV","1994800.00"
2479,"5GOV","1987600.00"
2480,"3MF","1925667.00"
2481,"KLR","1916205.00"
2482,"EDOC","1854400.00"
2483,"JPEQ","1828750.00"
2484,"OXX","1812844.00"
2485,"OEQ","1721415.00"
2486,"PRMDG","1697226.00"
2487,"TTTR","1649031.00"
2488,"MCGG","1633773.00"
2489,"ATM","1551342.00"
2490,"GCO2","1531500.00"
2491,"JZRO","1508507.00"
2492,"MCX","1489650.00"
2493,"HHI","1488038.00"
2494,"JHPI","1477500.00"
2495,"CFO","1468681.00"
2496,"BGE","1459132.00"
2497,"IVO","1378799.00"
2498,"MSI","1363039.00"
2499,"JPHQ","1334500.00"
2500,"T3MP","1304500.00"
2501,"ASAO","1289284.00"
2502,"YTMMG2","1287399.00"
2503,"JPSI","1255750.00"
2504,"IBUY","1243150.00"
2505,"CTV","1236985.00"
2506,"UYLD","1232638.00"
2507,"YTMSG3","1230370.00"
2508,"ROO","1212424.00"
2509,"ROODA","1212423.00"
2510,"LAM","1102579.00"
2511,"YTMAP1","1036728.00"
2512,"FUTR","1036407.00"
2513,"IMLC","1020364.00"
2514,"UTIP","992000.00"
2515,"IUSG","991400.00"
2516,"US10","991000.00"
2517,"BUGG","990000.00"
2518,"MBX","824980.00"
2519,"LAW","766412.00"
2520,"AIB","687533.00"
2521,"QUE","649736.00"
2522,"YTMSCP","628299.00"
2523,"GOOD","497600.00"
2524,"YTMVCX","415125.00"
2525,"HILRB","354892.00"
2526,"NAGR","214278.00"
2527,"NXMR","195272.00"
2528,"CINPA","181722.00"
2529,"PKOR","151686.00"
2530,"BOAR","143961.00"
2531,"BYHR","93751.00"
2532,"G88R","81836.00"
2533,"EMUCA","80970.00"
2534,"SSLPA","75000.00"
2535,"WECR","44569.00"
2536,"PNTR","27313.00"
2537,"WHFPA","23790.00"
